Surprisal, VerbCondition, FillerCondition, EmbeddingLevel
3.437806,V-sg,N-sg,2
8.141049,V-pl,N-sg,2
3.3975015,V-sg,N-sg,2
8.467187,V-pl,N-sg,2
4.537741,V-sg,N-sg,2
8.539813,V-pl,N-sg,2
3.805941,V-sg,N-sg,2
8.168896,V-pl,N-sg,2
4.303567,V-sg,N-sg,2
8.377768,V-pl,N-sg,2
4.0735884,V-sg,N-sg,2
8.483774,V-pl,N-sg,2
4.221423,V-sg,N-sg,2
9.126929,V-pl,N-sg,2
3.9355865,V-sg,N-sg,2
8.6174,V-pl,N-sg,2
4.9575,V-sg,N-sg,2
9.755547,V-pl,N-sg,2
3.8506947,V-sg,N-sg,2
9.665183,V-pl,N-sg,2
4.0762405,V-sg,N-sg,2
8.562176,V-pl,N-sg,2
3.8640058,V-sg,N-sg,2
8.709855,V-pl,N-sg,2
4.9902124,V-sg,N-sg,2
7.8566923,V-pl,N-sg,2
2.7430646,V-sg,N-sg,2
8.401882,V-pl,N-sg,2
4.074084,V-sg,N-sg,2
9.364149,V-pl,N-sg,2
4.230737,V-sg,N-sg,2
9.129475,V-pl,N-sg,2
4.290357,V-sg,N-sg,2
9.504332,V-pl,N-sg,2
3.7228036,V-sg,N-sg,2
8.978461,V-pl,N-sg,2
4.157152,V-sg,N-sg,2
7.7802134,V-pl,N-sg,2
6.709705,V-sg,N-pl,3
1.4194744,V-pl,N-pl,3
6.7942986,V-sg,N-pl,3
1.4106967,V-pl,N-pl,3
6.572766,V-sg,N-pl,3
1.4993821,V-pl,N-pl,3
6.0254526,V-sg,N-pl,3
1.4621282,V-pl,N-pl,3
7.165482,V-sg,N-pl,3
1.2725365,V-pl,N-pl,3
7.5084724,V-sg,N-pl,3
1.1788614,V-pl,N-pl,3
6.440812,V-sg,N-pl,3
1.5177606,V-pl,N-pl,3
6.1835465,V-sg,N-pl,3
1.3442023,V-pl,N-pl,3
6.0799937,V-sg,N-pl,3
1.5483472,V-pl,N-pl,3
5.9060297,V-sg,N-pl,3
1.0342371,V-pl,N-pl,3
6.457194,V-sg,N-pl,3
1.3133109,V-pl,N-pl,3
6.7361984,V-sg,N-pl,3
1.5678142,V-pl,N-pl,3
6.101112,V-sg,N-pl,3
1.2599958,V-pl,N-pl,3
6.190055,V-sg,N-pl,3
1.4590733,V-pl,N-pl,3
6.353867,V-sg,N-pl,3
1.4095612,V-pl,N-pl,3
6.8335066,V-sg,N-pl,3
1.310029,V-pl,N-pl,3
5.689727,V-sg,N-pl,3
1.3383398,V-pl,N-pl,3
6.0209556,V-sg,N-pl,3
1.3448765,V-pl,N-pl,3
6.447188,V-sg,N-pl,3
1.1555375,V-pl,N-pl,3
6.7701054,V-sg,N-pl,3
1.789939,V-pl,N-pl,3
1.7685721,V-sg,N-sg,3
7.610611,V-pl,N-sg,3
1.7883146,V-sg,N-sg,3
7.3589897,V-pl,N-sg,3
1.7959943,V-sg,N-sg,3
7.0662694,V-pl,N-sg,3
2.1244936,V-sg,N-sg,3
7.310654,V-pl,N-sg,3
1.8792567,V-sg,N-sg,3
7.103886,V-pl,N-sg,3
1.8180413,V-sg,N-sg,3
6.867342,V-pl,N-sg,3
2.005603,V-sg,N-sg,3
6.9460673,V-pl,N-sg,3
2.0036228,V-sg,N-sg,3
7.2091002,V-pl,N-sg,3
2.1975622,V-sg,N-sg,3
7.5383253,V-pl,N-sg,3
1.4216099,V-sg,N-sg,3
6.8688755,V-pl,N-sg,3
1.9837543,V-sg,N-sg,3
7.654625,V-pl,N-sg,3
1.8728768,V-sg,N-sg,3
6.988626,V-pl,N-sg,3
1.7612493,V-sg,N-sg,3
7.09838,V-pl,N-sg,3
2.196285,V-sg,N-sg,3
6.7166057,V-pl,N-sg,3
1.8614668,V-sg,N-sg,3
7.748898,V-pl,N-sg,3
1.9557884,V-sg,N-sg,3
6.9502196,V-pl,N-sg,3
1.9717479,V-sg,N-sg,3
7.6135607,V-pl,N-sg,3
2.020737,V-sg,N-sg,3
7.286048,V-pl,N-sg,3
1.5136123,V-sg,N-sg,3
7.245318,V-pl,N-sg,3
2.2251725,V-sg,N-sg,3
6.5660806,V-pl,N-sg,3
5.137143,V-sg,N-pl,4
3.2781453,V-pl,N-pl,4
5.2622304,V-sg,N-pl,4
2.9763308,V-pl,N-pl,4
4.6188684,V-sg,N-pl,4
3.2707777,V-pl,N-pl,4
5.0633864,V-sg,N-pl,4
4.0987206,V-pl,N-pl,4
5.226871,V-sg,N-pl,4
3.536367,V-pl,N-pl,4
5.263118,V-sg,N-pl,4
3.2432218,V-pl,N-pl,4
5.0138063,V-sg,N-pl,4
3.671076,V-pl,N-pl,4
5.0477805,V-sg,N-pl,4
3.9999576,V-pl,N-pl,4
4.724209,V-sg,N-pl,4
3.6294193,V-pl,N-pl,4
4.2761354,V-sg,N-pl,4
3.200179,V-pl,N-pl,4
5.073342,V-sg,N-pl,4
3.9470072,V-pl,N-pl,4
4.9940143,V-sg,N-pl,4
3.856188,V-pl,N-pl,4
4.6453166,V-sg,N-pl,4
3.1378791,V-pl,N-pl,4
5.002308,V-sg,N-pl,4
3.6724994,V-pl,N-pl,4
5.068872,V-sg,N-pl,4
3.2533073,V-pl,N-pl,4
5.0283155,V-sg,N-pl,4
3.2934866,V-pl,N-pl,4
5.3217196,V-sg,N-pl,4
4.1747684,V-pl,N-pl,4
4.954407,V-sg,N-pl,4
3.8275437,V-pl,N-pl,4
4.5643134,V-sg,N-pl,4
3.3499672,V-pl,N-pl,4
5.6458807,V-sg,N-pl,4
3.5694418,V-pl,N-pl,4
3.225424,V-sg,N-sg,4
5.815367,V-pl,N-sg,4
3.2234223,V-sg,N-sg,4
5.674557,V-pl,N-sg,4
3.1398435,V-sg,N-sg,4
5.4788957,V-pl,N-sg,4
3.9816554,V-sg,N-sg,4
6.4121304,V-pl,N-sg,4
3.8298848,V-sg,N-sg,4
5.699174,V-pl,N-sg,4
3.5446959,V-sg,N-sg,4
5.2856226,V-pl,N-sg,4
3.9376225,V-sg,N-sg,4
5.6018314,V-pl,N-sg,4
4.033724,V-sg,N-sg,4
5.70195,V-pl,N-sg,4
3.3986661,V-sg,N-sg,4
5.534729,V-pl,N-sg,4
3.1303515,V-sg,N-sg,4
4.6706777,V-pl,N-sg,4
3.9238884,V-sg,N-sg,4
5.5552197,V-pl,N-sg,4
3.8263433,V-sg,N-sg,4
5.668269,V-pl,N-sg,4
3.2998602,V-sg,N-sg,4
5.1200037,V-pl,N-sg,4
4.361678,V-sg,N-sg,4
5.564918,V-pl,N-sg,4
3.513043,V-sg,N-sg,4
5.7737484,V-pl,N-sg,4
3.7176666,V-sg,N-sg,4
5.614275,V-pl,N-sg,4
4.343664,V-sg,N-sg,4
5.725909,V-pl,N-sg,4
3.8017967,V-sg,N-sg,4
5.6144004,V-pl,N-sg,4
2.9376411,V-sg,N-sg,4
5.686414,V-pl,N-sg,4
4.141414,V-sg,N-sg,4
5.473996,V-pl,N-sg,4
