Surprisal, VerbCondition, FillerCondition, EmbeddingLevel
17.3313,V-pl,N-pl,4
15.753652,V-sg,N-pl,4
17.155071,V-pl,N-pl,4
15.592722,V-sg,N-pl,4
17.42291,V-pl,N-pl,4
15.928488,V-sg,N-pl,4
17.087639,V-pl,N-pl,4
15.985617,V-sg,N-sg,4
17.406006,V-pl,N-sg,4
15.660976,V-sg,N-sg,4
17.21777,V-pl,N-sg,4
15.746843,V-sg,N-sg,4
17.300062,V-pl,N-sg,4
15.86406,V-sg,N-sg,4
17.445158,V-pl,N-sg,4
15.4836645,V-sg,N-sg,4
17.065323,V-pl,N-sg,4
15.974896,V-sg,N-sg,4
17.365911,V-pl,N-sg,4
15.746104,V-sg,N-sg,4
17.063347,V-pl,N-sg,4
16.006357,V-sg,N-sg,4
17.090166,V-pl,N-sg,4
15.887864,V-sg,N-sg,4
16.892027,V-pl,N-sg,4
15.600185,V-sg,N-sg,4
17.178448,V-pl,N-sg,4
15.93522,V-sg,N-sg,4
17.271444,V-pl,N-sg,4
15.932964,V-sg,N-sg,4
17.195473,V-pl,N-sg,4
15.789716,V-sg,N-sg,4
17.318956,V-pl,N-sg,4
15.840331,V-sg,N-sg,4
17.115236,V-pl,N-sg,4
15.48899,V-sg,N-sg,4
17.071232,V-pl,N-sg,4
16.000143,V-sg,N-sg,4
17.393206,V-pl,N-sg,4
16.045084,V-sg,N-sg,4
17.308464,V-pl,N-sg,4
15.809284,V-sg,N-sg,4
17.151669,V-pl,N-sg,4
15.70984,V-sg,N-sg,4
17.16411,V-pl,N-sg,4
15.856455,V-sg,N-sg,4
17.090946,V-pl,N-sg,4
